序号[l][#]	道具名称[l][#]	描述[l]	短描述	使用和产出说明	作用效果[l]	每日限制使用次数[l]	道具类型，根据效果分类[l][#]	转生次数[l]	使用等级[l]	使用者类型[l]	职业限制	物品等级[l]	出售价格[l]	道具品质[l][#]	道具图标[l]	掉落图标[l][#]	叠加上限[l]	无法丢弃摧毁(0可以、1不可以)[l]	有效时间（单位分钟）[l]	是否广播[l]	广播id	界面显示道具品质[l]	是否掉落公告	是否可使用[l]	英雄使用等级	神龙遗迹内是否可使用[l]（0是可以，1是不可以）	掉落特效[#]	红点特效[l]	排序(从大到小)	获得后自动使用[l]	背包类型（0普通1印记）[l]
824	会心丹	#ffc000|【属性丹】|n|#bfbfbf|服用后可永久增加|#00ff00| 1点暴击值 |#bfbfbf|，赞助特权可|#00ff00|额外增加服用上限|#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-属性丹 |#bfbfbf|处|n|#2ca0f4|【神秘商店、每日充值、屠龙意志】	#bfbfbf|提升暴击属性	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1116	0	0	0	0	0	1	26	sxd_hxd	sxd_hxd	999	0	0	0	0	26	1	0	0	0	0	0	19176	0	0
825	先天丹	#ffc000|【属性丹】|n|#bfbfbf|服用后可永久增加|#00ff00| 1点韧性值 |#bfbfbf|，赞助特权可|#00ff00|额外增加服用上限|#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-属性丹 |#bfbfbf|处|n|#2ca0f4|【装备悬赏宝箱、屠龙意志】	#bfbfbf|提升韧性属性	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1116	0	0	0	0	0	1	26	sxd_xtd	sxd_xtd	999	0	0	0	0	26	1	0	0	0	0	0	19175	0	0
826	凝神丹	#ffc000|【属性丹】|n|#bfbfbf|服用后可永久增加|#00ff00| 1点准确值 |#bfbfbf|，赞助特权可|#00ff00|额外增加服用上限|#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-属性丹 |#bfbfbf|处|n|#2ca0f4|【神秘商店、每日充值、屠龙意志】	#bfbfbf|提升准确属性	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1116	0	0	0	0	0	1	26	sxd_nsd	sxd_nsd	999	0	0	0	0	26	1	0	0	0	0	0	19174	0	0
827	轻灵丹	#ffc000|【属性丹】|n|#bfbfbf|服用后可永久增加|#00ff00| 1点敏捷值 |#bfbfbf|，赞助特权可|#00ff00|额外增加服用上限|#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-属性丹 |#bfbfbf|处|n|#2ca0f4|【装备悬赏宝箱、屠龙意志】	#bfbfbf|提升敏捷属性	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1116	0	0	0	0	0	1	26	sxd_qld	sxd_qld	999	0	0	0	0	26	1	0	0	0	0	0	19173	0	0
828	灵虚丹	#ffc000|【属性丹】|n|#bfbfbf|服用后可永久增加|#00ff00| 8点内力值 |#bfbfbf|，赞助特权可|#00ff00|额外增加服用上限|#bfbfbf|。|n|#bfbfbf|双击道具可快速前往|#00ffd2| NPC-属性丹 |#bfbfbf|处|n|#2ca0f4|【4转及以上怪物掉落、装备悬赏宝箱】	#bfbfbf|提升内力属性	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	1116	0	0	0	0	0	1	26	sxd_lxd	sxd_lxd	999	0	0	0	0	26	1	0	0	0	0	0	19172	0	0
831	神印结晶	#ffc000|【印记升级】|n|#bfbfbf|双击使用可获得|#00ff00|1000印记精华 |#bfbfbf|，印记精华可用于提升神龙印记等级。|n|#2ca0f4|【活动奖励】	#bfbfbf|用于提升印记等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000	0	1119	0	0	0	0	0	1	25	yjjj	yjjj	999	0	0	0	0	25	1	0	0	0	0	1	19169	0	0
832	神印飞升丹	#ffc000|【印记升级】|n|#bfbfbf|双击使用可获得|#00ff00|10000印记精华 |#bfbfbf|，印记精华可用于提升神龙印记等级。|n|#2ca0f4|【活动奖励】	#bfbfbf|用于提升印记等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10000	0	1119	0	0	0	0	0	1	26	yjfsd	yjfsd	999	0	0	0	0	26	1	0	0	0	0	1	19168	0	0
841	百炼金铁	#ffc000|【名器升级】|n|#bfbfbf|双击使用可获得|#00ff00|10份金铁精华 |#bfbfbf|，金铁精华可用于提升名器等级。|n|#2ca0f4|【名器投资、活跃度】	#bfbfbf|用于提升名器等级	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10	0	1122	0	0	0	0	0	1	25	jintie1	jintie1	999	0	0	0	0	25	1	0	0	0	0	1	19167	0	0
1000	一一货币类			#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分		0	0	0	1	0	0	1	0	25	ng	ng	1	0	0	0	0	25	0	0	0	0	0	0	19000	0	0
1001	10元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得10元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10	0	202	0	0	0	0	0	1	1	004203	004203	100	0	0	0	0	1	0	0	0	0	0	1	18999	0	0
1002	20元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得20元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	20	0	202	0	0	0	0	0	1	2	004203	004203	100	0	0	0	0	2	0	0	0	0	0	1	18998	0	0
1003	50元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得50元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	50	0	202	0	0	0	0	0	1	2	004205	004205	100	0	0	0	0	2	0	0	0	0	0	1	18997	0	0
1004	100元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得100元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100	0	202	0	0	0	0	0	1	4	004205	004205	100	0	0	0	0	3	0	0	0	0	0	1	18996	0	0
1005	200元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得200元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	200	0	202	0	0	0	0	0	1	4	004206	004206	100	0	0	0	0	3	0	0	0	0	0	1	18995	0	0
1006	500元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得500元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	500	0	202	0	0	0	0	0	1	24	004206	004206	100	0	0	0	0	24	0	0	0	0	0	1	18994	0	0
1007	1000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得1000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000	0	202	0	0	0	0	0	1	24	004207	004207	100	0	0	0	0	24	0	0	0	0	0	1	18993	0	0
1008	2000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得2000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2000	0	202	0	0	0	0	0	1	25	yb1	yb1	100	0	0	0	0	25	0	0	0	0	0	1	18992	0	0
1009	5000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得5000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5000	0	202	0	0	0	0	0	1	26	yb2	yb2	100	0	0	0	0	26	1	0	0	0	0	1	18991	0	0
1010	10000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得10000元宝|n|#2ca0f4|【怪物掉落、藏宝之地、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10000	0	202	0	0	0	0	0	1	26	004208	004208	100	0	0	0	0	26	1	0	0	0	0	1	18990	0	0
1011	20000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得20000元宝|n|#2ca0f4|【怪物掉落、藏宝之地、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	20000	0	202	0	0	0	0	0	1	26	yb3	yb3	100	0	0	0	0	26	1	0	0	0	0	1	18989	0	0
1012	50000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得50000元宝|n|#2ca0f4|【怪物掉落、藏宝之地、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	50000	0	202	0	0	0	0	0	1	26	yb4	yb4	100	0	0	0	0	26	1	0	0	0	0	1	18988	0	0
1013	100000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得100000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100000	0	202	0	0	0	0	0	1	26	yb5	yb5	100	0	0	0	0	26	1	0	0	0	0	1	18987	0	0
1014	200000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得200000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	200000	0	202	0	0	0	0	0	1	26	004209	004209	100	0	0	0	0	26	1	0	0	0	0	1	18986	0	0
1015	500000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得500000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	500000	0	202	0	0	0	0	0	1	26	004210	004210	100	0	0	0	0	26	1	0	0	0	0	1	18985	0	0
1016	1000000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得1000000元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000000	0	202	0	0	0	0	0	1	26	004211	004211	100	0	0	0	0	26	1	0	0	0	0	1	18984	0	0
1017	30000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得30000元宝|n|#2ca0f4|【怪物掉落、藏宝之地、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	30000	0	202	0	0	0	0	0	1	26	yb3	yb3	100	0	0	0	0	26	1	0	0	0	0	1	18983	0	0
1031	碎金	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 88888 |#bfbfbf|绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】	#bfbfbf|双击获得|#00ff00| 88888 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	88888:9999:1070	0	203	0	0	0	0	0	0	3	sj	sj	999	0	0	0	0	3	0	1	0	0	0	1	18969	0	0
1041	金砖（小）	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 100万 |#bfbfbf|绑定元宝|n|#bfbfbf|每天使用|#00ff00| 20次|#bfbfbf|，提升VIP等级可增加使用次数|n|#4ba0de|【活动奖励、任务奖励】	#bfbfbf|双击打开获得|#00ff00| 100万 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000000:20:1101	20	203	0	0	0	0	0	0	3	jz1	jz1	999	0	0	0	0	3	0	1	0	0	0	1	18959	0	0
1042	金砖（中）	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 200万 |#bfbfbf|绑定元宝|n|#bfbfbf|每天使用|#00ff00| 20次|#bfbfbf|，提升VIP等级可增加使用次数|n|#4ba0de|【活动奖励、任务奖励】	#bfbfbf|双击打开获得|#00ff00| 200万 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2000000:20:1103	20	203	0	0	0	0	0	0	3	jz2	jz2	999	0	0	0	0	3	0	1	0	0	0	1	18958	0	0
1043	金砖（大）	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 300万 |#bfbfbf|绑定元宝|n|#bfbfbf|每天使用|#00ff00| 20次|#bfbfbf|，提升VIP等级可增加使用次数|n|#4ba0de|【活动奖励、任务奖励】	#bfbfbf|双击打开获得|#00ff00| 300万 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	3000000:20:1104	20	203	0	0	0	0	0	0	24	jz3	jz3	999	0	0	0	0	24	0	1	0	0	0	1	18957	0	0
1044	金砖（超级）	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 100000000（1亿） |#bfbfbf|绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】	#bfbfbf|双击获得|#00ff00| 100000000 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100000000:9999:1070	0	203	0	0	0	0	0	0	25	jz99	jz99	999	0	0	0	0	25	0	1	0	0	0	1	18956	0	0
1051	百万元宝卡	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 100万 |#bfbfbf|绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】	#bfbfbf|双击获得|#00ff00| 100万 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000000:9999:1070	0	203	0	0	0	0	0	0	24	jb100w	jb100w	999	0	0	0	0	24	0	1	0	0	0	1	18949	0	0
1052	千万元宝卡	#ffc000|【元宝道具】|n|#bfbfbf|双击打开获得|#00ff00| 1000万 |#bfbfbf|绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】	#bfbfbf|双击获得|#00ff00| 1000万 |#bfbfbf|绑定元宝	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10000000:9999:1070	0	203	0	0	0	0	0	0	25	jb1000w	jb1000w	999	0	0	0	0	25	0	1	0	0	0	1	18948	0	0
1101	20元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得20绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	20	0	203	0	0	0	0	0	1	2	004203	004203	999	0	0	0	0	2	0	0	0	0	0	1	18899	0	0
1102	50元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得50绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	50	0	203	0	0	0	0	0	1	2	004205	004205	999	0	0	0	0	2	0	0	0	0	0	1	18898	0	0
1103	100元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得100绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100	0	203	0	0	0	0	0	1	4	004205	004205	999	0	0	0	0	3	0	0	0	0	0	1	18897	0	0
1104	200元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得200绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	200	0	203	0	0	0	0	0	1	4	004206	004206	999	0	0	0	0	3	0	0	0	0	0	1	18896	0	0
1105	500元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得500绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	500	0	203	0	0	0	0	0	1	24	004206	004206	999	0	0	0	0	24	0	0	0	0	0	1	18895	0	0
1106	1000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得1000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000	0	203	0	0	0	0	0	1	24	004207	004207	999	0	0	0	0	24	0	0	0	0	0	1	18894	0	0
1107	2000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得2000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2000	0	203	0	0	0	0	0	1	25	yb1	yb1	999	0	0	0	0	25	0	0	0	0	0	1	18893	0	0
1108	5000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得5000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5000	0	203	0	0	0	0	0	1	26	yb2	yb2	999	0	0	0	0	26	1	0	0	0	0	1	18892	0	0
1109	10000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得10000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10000	0	203	0	0	0	0	0	1	26	004208	004208	999	0	0	0	0	26	1	0	0	0	0	1	18891	0	0
1110	20000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得20000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	20000	0	203	0	0	0	0	0	1	26	yb3	yb3	999	0	0	0	0	26	1	0	0	0	0	1	18890	0	0
1111	50000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得50000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	50000	0	203	0	0	0	0	0	1	26	yb4	yb4	999	0	0	0	0	26	1	0	0	0	0	1	18889	0	0
1112	100000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得100000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100000	0	203	0	0	0	0	0	1	26	yb5	yb5	999	0	0	0	0	26	1	0	0	0	0	1	18987	0	0
1113	200000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得200000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	200000	0	203	0	0	0	0	0	1	26	004209	004209	999	0	0	0	0	26	1	0	0	0	0	1	18988	0	0
1114	500000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得500000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	500000	0	203	0	0	0	0	0	1	26	004210	004210	999	0	0	0	0	26	1	0	0	0	0	1	18989	0	0
1115	1000000元宝	#ffc000|【元宝道具】|n|#bfbfbf|双击使用可获得1000000绑定元宝|n|#2ca0f4|【怪物掉落、活动奖励】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000000	0	203	0	0	0	0	0	1	26	004211	004211	999	0	0	0	0	26	1	0	0	0	0	1	18990	0	0
1116	万劫金砖	#ffc000|【元宝道具】|n|#bfbfbf|由万劫城商会联盟制造，使用可获得5000绑定元宝|n|#2ca0f4|【怪物掉落】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5000	0	203	0	0	0	0	0	1	26	jz1	jz1	999	0	0	0	0	26	1	0	0	0	0	1	18991	0	0
1171	主角直升丹	#ffc000|【经验道具】|n|#bfbfbf|小于|#00ff00| 110级 |#bfbfbf|使用可让主角等级直接提升|#00ff00| 1级 |#bfbfbf||n|#bfbfbf|大于等于|#00ff00| 110级 |#bfbfbf|使用可获得|#00ff00|2000W|#bfbfbf|经验|n|#00ff00|109级|#bfbfbf|时使用收益最大哦|n|#4ba0de|【首充礼包】	#bfbfbf|双击使用直接提升等级|#00ff00| 1级 |#bfbfbf|，等级越高收益越大	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	110:20000000	0	402	0	80	1	0	0	0	25	zjzsd	zjzsd	10	0	0	0	0	25	0	0	0	0	0	1	18829	0	0
1172	75级直升丹	#ffc000|【经验道具】|n|#bfbfbf|使用可让主角等级直接提升至|#00ff00|75级|#bfbfbf||n|#bfbfbf|大于等于|#00ff00|75级|#bfbfbf|则使用无效|n|#4ba0de|【礼包】	#bfbfbf|双击使用直接提升等级至|#00ff00| 75级 |#bfbfbf|	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	75	0	537	0	0	1	0	0	0	25	zjzsd	zjzsd	1	0	0	0	0	25	0	0	0	0	0	1	18828	0	0
1181	英雄直升丹	#ffc000|【经验道具】|n|#bfbfbf|小于|#00ff00| 110级 |#bfbfbf|使用可让英雄等级直接提升|#00ff00| 1级 |#bfbfbf||n|#bfbfbf|大于等于|#00ff00| 110级 |#bfbfbf|使用可获得|#00ff00|2000W|#bfbfbf|经验|n|#00ff00|109级|#bfbfbf|时使用收益最大哦|n|#4ba0de|【首充礼包】	#bfbfbf|双击使用直接提升等级|#00ff00| 1级 |#bfbfbf|，等级越高收益越大	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	110:20000000	0	403	0	80	2	0	0	0	25	yxzsd	yxzsd	10	0	0	0	0	25	0	0	0	0	0	1	18819	0	0
1201	双倍泡点卷轴	#ffc000|【经验道具】|n|#bfbfbf|获得1小时双倍泡点时间，使用期间|#00ff00| 经验和内功 |#bfbfbf|获得双倍，仅在激情泡点地图扣除时间。|n|#4ba0de|【商城购买】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	3600	0	407	0	0	1	0	40	1	26	pdjz	pdjz	99	0	0	0	0	26	0	1	0	0	0	1	18799	0	0
1202	双倍泡点体验券	#ffc000|【经验道具】|n|#bfbfbf|获得5分钟双倍泡点时间，使用期间|#00ff00| 经验和内功 |#bfbfbf|获得双倍，仅在激情泡点地图扣除时间。|n|#4ba0de|【任务奖励】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	300	0	407	0	0	1	0	40	0	25	pdjz	pdjz	1	0	0	0	0	25	0	1	0	0	0	1	18798	1	0
1211	自动回收体验券	#ffc000|【稀有道具】|n|#bfbfbf|获得|#00ff00|2小时|#bfbfbf|自动回收时间，使用期间可自动回收|#00ff00|元宝、经验券、内功丹以及回收面板设置的所有物品|#bfbfbf|。|n|#4ba0de|【每日活动-等级竞技】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100:7200000	0	360	0	0	1	0	40	0	26	hstyq	hstyq	1	0	0	0	0	26	0	1	0	0	0	1	18789	1	0
1212	自动回收福利券	#ffc000|【稀有道具】|n|#bfbfbf|赞助特权未达到武林至尊时使用获得|#00ff00|4小时|#bfbfbf|自动回收时间，使用期间可自动回收|#00ff00|元宝、经验券、内功丹以及回收面板设置的所有物品|#bfbfbf|。赞助特权达到武林至尊后使用获得20000绑定元宝。|n|#4ba0de|【每日活动-每日充值】		#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100:14400000:20000	0	362	0	0	1	0	40	0	26	hsflq	hsflq	1	0	0	0	0	26	0	1	0	0	0	1	18788	0	0
1301	10W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 10W|n|#4ba0de|【普通怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	100000	0	201	0	0	1	0	40	1	1	000266	000266	1	0	0	0	0	1	0	1	0	0	0	1	18699	0	0
1302	20W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 20W|n|#4ba0de|【精英、普通怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	200000	0	201	0	0	1	0	40	1	2	000266	000266	1	0	0	0	0	2	0	1	0	0	0	1	18698	0	0
1303	50W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 50W|n|#4ba0de|【BOSS、精英、普通怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	500000	0	201	0	0	1	0	40	1	3	000266	000266	1	0	0	0	0	3	0	1	0	0	0	1	18697	0	0
1304	100W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 100W|n|#4ba0de|【领主、BOSS、精英、普通怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	1000000	0	201	0	0	1	0	40	1	24	000266	000266	1	0	0	0	0	24	0	1	0	0	0	1	18696	0	0
1305	200W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 200W|n|#4ba0de|【领主、BOSS、精英怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	2000000	0	201	0	0	1	0	40	1	24	000267	000267	1	0	0	0	0	24	0	1	0	0	0	1	18695	0	0
1306	500W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 500W|n|#4ba0de|【领主、BOSS、精英怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	5000000	0	201	0	0	1	0	40	1	25	000267	000267	1	0	0	0	0	25	0	1	0	0	0	1	18694	0	0
1307	1000W经验卷轴	#ffc000|【经验道具】|n|#bfbfbf|双击使用增加角色和英雄经验|#00ff00| 1000W|n|#4ba0de|【领主、BOSS怪物掉落】	#bfbfbf|双击使用增加|#00ff00| 300W|#bfbfbf|人物经验	#ffff90|按Shift+左键发送至聊天框|n|#ffff90|按Ctrl+左键进行数量拆分	10000000	0	201	0	0	1	0	40	1	25	000267	000267	1	0	0	0	0	25	0	1	0	0	0	1	18693	0	0
